UserID,MovieID,Rating,label
1,2918,4,1
1,2321,3,1
1,1270,5,1
1,1566,4,1
1,588,4,1
1,1,5,1
1,1028,5,1
2,1537,4,1
2,368,4,1
2,1188,4,1
2,1265,3,1
2,2359,3,1
2,2717,3,1
2,2396,4,1
2,3809,3,1
2,2321,3,1
2,380,5,1
2,356,5,1
2,3893,1,1
3,3421,4,1
3,1394,4,1
3,104,4,1
3,1431,3,1
3,2997,3,1
3,1580,3,1
3,1261,1,1
3,1265,2,1
3,1378,5,1
3,1379,4,1
3,3552,5,1
3,1304,5,1
3,1270,3,1
3,2470,4,1
3,3671,5,1
5,1175,5,1
5,39,3,1
5,2770,4,1
5,2997,5,1
5,728,4,1
5,52,2,1
5,2359,3,1
5,1485,3,1
5,2717,1,1
5,2723,4,1
5,1923,3,1
5,176,4,1
5,2806,2,1
5,1500,3,1
5,1580,4,1
5,2384,3,1
5,1513,4,1
5,2318,4,1
5,1517,4,1
5,1449,4,1
5,2390,4,1
5,2395,5,1
5,2683,3,1
5,348,4,1
5,497,3,1
5,1966,2,1
5,1171,4,1
5,3786,3,1
5,356,1,1
5,357,2,1
6,2406,5,1
6,3501,5,1
6,3072,4,1
6,368,4,1
6,1188,4,1
6,588,4,1
6,1,4,1
6,597,5,1
6,3524,3,1
6,1566,4,1
6,1569,4,1
6,3600,3,1
6,3536,5,1
6,1806,3,1
6,2469,3,1
6,2396,4,1
6,2100,3,1
6,2321,3,1
6,1380,5,1
6,569,4,1
6,1028,4,1
7,380,5,1
7,1270,4,1
7,1580,4,1
8,39,3,1
8,1,4,1
8,1265,5,1
8,1580,4,1
8,3481,4,1
8,2396,5,1
8,2699,5,1
9,223,4,1
9,1,5,1
9,3948,3,1
9,1265,4,1
9,597,3,1
9,1923,5,1
9,3751,4,1
9,2302,4,1
9,1500,4,1
9,3253,4,1
9,1446,3,1
9,1307,4,1
10,3358,5,1
10,1256,3,1
10,1257,5,1
10,3501,5,1
10,2997,4,1
10,587,5,1
10,588,4,1
10,223,2,1
10,2496,4,1
10,1,5,1
10,153,3,1
10,7,4,1
10,2133,4,1
10,3948,4,1
10,1265,5,1
10,1269,5,1
10,2717,4,1
10,597,4,1
10,1270,4,1
10,743,3,1
10,1278,5,1
10,3525,2,1
10,1923,5,1
10,3388,3,1
10,2080,4,1
10,3608,3,1
10,3466,5,1
10,180,2,1
10,2302,5,1
10,186,3,1
10,3039,4,1
10,1292,5,1
10,2746,5,1
10,1948,4,1
10,333,3,1
10,339,5,1
10,1513,3,1
10,1517,3,1
10,915,5,1
10,1377,3,1
10,916,5,1
10,3481,4,1
10,344,4,1
10,2321,4,1
10,275,4,1
10,1380,5,1
10,1020,3,1
10,1028,5,1
10,356,5,1
10,357,5,1
10,2407,5,1
10,1394,3,1
10,2770,4,1
10,2918,5,1
10,435,4,1
10,3072,4,1
10,368,4,1
10,1042,5,1
10,2424,5,1
10,3087,5,1
10,3809,5,1
10,520,4,1
10,2436,5,1
10,1566,3,1
10,3099,3,1
10,2003,4,1
10,3671,4,1
10,2946,3,1
10,1135,4,1
10,539,5,1
10,2371,4,1
10,3247,4,1
10,3175,5,1
10,104,3,1
10,2378,3,1
10,2011,4,1
10,3751,5,1
10,2012,5,1
10,3688,3,1
10,542,4,1
10,543,4,1
10,1580,5,1
10,2396,5,1
10,2100,5,1
10,1230,4,1
10,1304,3,1
10,1307,5,1
10,1091,3,1
10,2470,5,1
10,2041,3,1
10,3928,4,1
11,1753,4,1
11,216,4,1
11,2997,4,1
11,1188,4,1
11,2706,2,1
11,587,3,1
11,1265,3,1
11,663,4,1
11,597,3,1
11,231,3,1
11,1278,3,1
11,1923,5,1
11,3608,4,1
11,2806,1,1
11,2598,1,1
11,2302,4,1
11,2306,1,1
11,2746,4,1
11,333,4,1
11,3552,1,1
11,2683,4,1
11,342,3,1
11,1887,2,1
11,2321,3,1
11,2325,3,1
11,356,5,1
11,357,1,1
11,1461,1,1
11,1394,4,1
11,2918,5,1
11,435,1,1
11,3146,3,1
11,1546,4,1
11,1042,2,1
11,441,3,1
11,2359,2,1
11,3809,5,1
11,2507,1,1
11,104,5,1
11,2883,3,1
11,543,5,1
11,88,4,1
11,2539,4,1
11,1665,2,1
11,2396,2,1
11,1307,3,1
12,813,3,1
13,153,3,1
13,1446,3,1
13,1377,3,1
13,368,2,1
13,380,3,1
13,3175,3,1
13,1580,4,1
13,2470,3,1
14,2997,5,1
14,3033,4,1
14,2694,1,1
14,2396,4,1
15,3421,4,1
15,2485,3,1
15,2997,2,1
15,2706,4,1
15,587,3,1
15,2496,3,1
15,3948,3,1
15,1265,3,1
15,231,2,1
