UserID,MovieID,Rating,label
1,3408,4,2
1,1287,5,2
1,527,5,2
1,1097,4,2
1,1545,4,2
1,1961,5,2
1,1962,4,2
1,1207,4,2
1,2028,5,2
1,608,4,2
1,1246,4,2
2,647,3,2
2,1103,3,2
2,3107,2,2
2,2236,5,2
2,902,2,2
2,1293,5,2
2,110,5,2
2,3471,5,2
2,1945,5,2
2,982,4,2
2,1225,5,2
2,2028,4,2
2,2312,3,2
2,265,4,2
2,1084,3,2
2,3699,2,2
2,1442,4,2
2,2067,5,2
2,1193,5,2
2,3334,4,2
2,590,5,2
2,1196,5,2
2,3735,3,2
2,1954,5,2
2,1124,5,2
2,1957,5,2
2,1090,2,2
2,2501,5,2
2,1096,4,2
2,920,5,2
2,498,3,2
2,2728,3,2
2,1962,5,2
2,1207,4,2
2,1245,2,2
2,1246,5,2
3,1196,4,2
3,590,4,2
3,3168,4,2
3,1961,4,2
4,2028,5,2
4,1196,2,2
4,1954,5,2
4,1097,4,2
5,2333,4,2
5,2337,5,2
5,1535,4,2
5,1466,3,2
5,866,4,2
5,215,3,2
5,1759,4,2
5,501,1,2
5,41,4,2
5,296,4,2
5,299,3,2
5,3079,2,2
5,2560,4,2
5,229,3,2
5,1046,5,2
5,800,2,2
5,1268,2,2
5,3514,2,2
5,2070,2,2
5,1704,3,2
5,3163,5,2
5,2291,5,2
5,2725,2,2
5,896,4,2
5,3020,1,2
5,461,3,2
5,608,4,2
5,321,3,2
5,1509,3,2
5,1650,3,2
5,908,4,2
5,1653,2,2
5,1729,4,2
5,2890,4,2
5,2028,2,2
5,16,3,2
5,265,3,2
5,194,3,2
5,3260,4,2
5,1730,4,2
5,3408,3,2
5,2607,2,2
5,1733,3,2
5,1594,1,2
5,24,1,2
5,3051,2,2
5,1095,4,2
5,1529,4,2
5,202,2,2
5,2908,4,2
5,32,4,2
5,1897,4,2
5,36,3,2
6,296,2,2
6,590,3,2
6,266,4,2
6,17,4,2
6,3699,4,2
6,912,4,2
6,3408,5,2
6,1959,3,2
6,920,4,2
7,1196,5,2
7,3107,3,2
7,110,5,2
7,2028,5,2
8,3425,3,2
8,1466,4,2
8,1393,5,2
8,508,3,2
8,42,3,2
8,650,5,2
8,296,5,2
8,2702,3,2
8,1693,3,2
8,151,4,2
8,510,3,2
8,1621,3,2
8,3155,3,2
8,2712,3,2
8,2429,2,2
8,1840,4,2
8,161,3,2
8,1411,5,2
8,524,5,2
8,527,4,2
8,1704,5,2
8,1277,3,2
8,2291,5,2
8,1639,5,2
8,2297,3,2
8,608,5,2
8,538,3,2
8,2442,4,2
8,3246,4,2
8,3173,2,2
8,3107,5,2
8,3252,3,2
8,908,5,2
8,1653,5,2
8,110,5,2
8,111,5,2
8,3259,4,2
8,1589,4,2
8,14,4,2
